nombre,apellidos,correo electrónico,contraseña temporal,carrera,ciclo
Jorge,Torres Díaz,57481719@sima.com,jorge123,Tecnología Médica - Terapia Física y Rehabilitación,4
Luis,Torres Díaz,28663128@sima.com,luis123,Ingeniería Eléctrica,9
Carlos,Quispe Mamani,29578329@sima.com,carlos123,Ciencias de la Comunicación,6
Jorge,Cruz Fernández,40404605@sima.com,jorge123,Ingeniería de Sistemas e Informática,3
Valeria,García Pérez,82761840@sima.com,valeria123,Tecnología Médica - Terapia Física y Rehabilitación,9
Ricardo,Castillo Huamán,63928522@sima.com,ricardo123,Ciencias de la Comunicación,8
Miguel,García Pérez,27416519@sima.com,miguel123,Farmacia y Bioquímica,2
Lucía,Vargas Soto,55582384@sima.com,lucía123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,5
Valeria,Flores Rojas,55495246@sima.com,valeria123,Tecnología Médica - Radiología,7
José,Vargas Soto,73182105@sima.com,josé123,Nutrición y Dietética,10
Ricardo,Vargas Soto,40990379@sima.com,ricardo123,Ingeniería Ambiental,7
Sofía,Flores Rojas,53428241@sima.com,sofía123,Nutrición y Dietética,7
Alonso,Mendoza López,28145915@sima.com,alonso123,Farmacia y Bioquímica,1
Ana,Cruz Fernández,81332423@sima.com,ana123,Arquitectura,10
Carlos,Torres Díaz,62209404@sima.com,carlos123,Ingeniería de Sistemas e Informática,3
Daniela,Mendoza López,44337796@sima.com,daniela123,Farmacia y Bioquímica,5
Fernando,Mendoza López,36183873@sima.com,fernando123,Arquitectura,6
María,Vargas Soto,34022732@sima.com,maría123,Ingeniería Mecatrónica,10
Diego,Quispe Mamani,36339430@sima.com,diego123,Ingeniería Empresarial,5
Sofía,Flores Rojas,88936855@sima.com,sofía123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,8
Ana,Paredes Silva,70925494@sima.com,ana123,Nutrición y Dietética,3
Carlos,García Pérez,21405640@sima.com,carlos123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,8
María,Mendoza López,20083417@sima.com,maría123,Ingeniería Civil,7
Jorge,Cruz Fernández,94410554@sima.com,jorge123,Arquitectura,8
Sofía,Quispe Mamani,17763476@sima.com,sofía123,Ingeniería Empresarial,6
Carlos,Torres Díaz,43077888@sima.com,carlos123,Ingeniería Ambiental,10
Paula,Flores Rojas,64774431@sima.com,paula123,Tecnología Médica - Terapia Física y Rehabilitación,10
Miguel,Flores Rojas,63840709@sima.com,miguel123,Enfermería,6
Andrea,Mendoza López,93511614@sima.com,andrea123,Farmacia y Bioquímica,8
Daniela,Quispe Mamani,53353936@sima.com,daniela123,Ingeniería Empresarial,5
Jorge,Paredes Silva,72364785@sima.com,jorge123,Nutrición y Dietética,9
Fernando,Vargas Soto,53552148@sima.com,fernando123,Odontología,7
Sofía,Torres Díaz,78499611@sima.com,sofía123,Enfermería,4
Miguel,Cruz Fernández,66448687@sima.com,miguel123,Nutrición y Dietética,4
Daniela,Quispe Mamani,67540766@sima.com,daniela123,Ingeniería de Minas,10
Miguel,García Pérez,88064460@sima.com,miguel123,Ingeniería Civil,2
Sofía,Ramos Medina,76957559@sima.com,sofía123,Tecnología Médica - Radiología,2
Miguel,Paredes Silva,65763613@sima.com,miguel123,Arquitectura,7
Kevin,Ramos Medina,96924690@sima.com,kevin123,Ingeniería Eléctrica,3
Ana,Mendoza López,63646268@sima.com,ana123,Odontología,2
Ricardo,Castillo Huamán,43839359@sima.com,ricardo123,Ingeniería Ambiental,9
Miguel,Castillo Huamán,11096437@sima.com,miguel123,Tecnología Médica - Terapia Física y Rehabilitación,10
Fernando,Paredes Silva,50005509@sima.com,fernando123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,2
Daniela,Quispe Mamani,75912679@sima.com,daniela123,Enfermería,6
Carlos,Cruz Fernández,13219952@sima.com,carlos123,Nutrición y Dietética,2
Valeria,Mendoza López,57826242@sima.com,valeria123,Farmacia y Bioquímica,5
Paula,Mendoza López,44910341@sima.com,paula123,Tecnología Médica - Radiología,3
Alonso,García Pérez,57736425@sima.com,alonso123,Ingeniería Civil,9
Miguel,Vargas Soto,43863373@sima.com,miguel123,Ingeniería Mecatrónica,4
Camila,García Pérez,64046779@sima.com,camila123,Ingeniería Empresarial,6
Andrea,Paredes Silva,43490522@sima.com,andrea123,Medicina Humana,4
Paula,Ramos Medina,76264512@sima.com,paula123,Odontología,2
Fernando,Flores Rojas,10378874@sima.com,fernando123,Ingeniería Mecánica,7
Sofía,Castillo Huamán,15751815@sima.com,sofía123,Ingeniería Civil,2
Valeria,García Pérez,34193710@sima.com,valeria123,Enfermería,6
Luis,Vargas Soto,42546502@sima.com,luis123,Arquitectura,8
Jorge,García Pérez,39998708@sima.com,jorge123,Ingeniería Mecatrónica,5
Camila,Ramos Medina,85851296@sima.com,camila123,Ingeniería de Sistemas e Informática,8
Jorge,Ramos Medina,96730638@sima.com,jorge123,Medicina Humana,1
Andrea,Paredes Silva,72894016@sima.com,andrea123,Ingeniería Civil,2
Alonso,Torres Díaz,14421611@sima.com,alonso123,Ciencias de la Comunicación,7
Daniela,Castillo Huamán,99767904@sima.com,daniela123,Ingeniería Industrial,9
Miguel,Flores Rojas,73995675@sima.com,miguel123,Farmacia y Bioquímica,3
María,Cruz Fernández,48391876@sima.com,maría123,Ingeniería Industrial,9
José,Mendoza López,90776888@sima.com,josé123,Nutrición y Dietética,3
Daniela,Paredes Silva,93270374@sima.com,daniela123,Ingeniería Mecatrónica,5
Ana,Quispe Mamani,46940926@sima.com,ana123,Nutrición y Dietética,7
Ricardo,Mendoza López,46200180@sima.com,ricardo123,Ingeniería de Sistemas e Informática,8
Ricardo,Flores Rojas,65477024@sima.com,ricardo123,Tecnología Médica - Radiología,5
Alonso,García Pérez,36898567@sima.com,alonso123,Odontología,2
Jorge,Quispe Mamani,87955851@sima.com,jorge123,Ingeniería de Sistemas e Informática,10
Diego,Ramos Medina,32430018@sima.com,diego123,Derecho,7
Camila,García Pérez,45518472@sima.com,camila123,Ingeniería Ambiental,4
María,Mendoza López,91235918@sima.com,maría123,Tecnología Médica - Terapia Física y Rehabilitación,1
Camila,Torres Díaz,24583811@sima.com,camila123,Ingeniería Civil,7
Kevin,Cruz Fernández,98463485@sima.com,kevin123,Derecho,6
Jorge,Castillo Huamán,86864173@sima.com,jorge123,Farmacia y Bioquímica,3
Ana,Flores Rojas,44713979@sima.com,ana123,Derecho,3
Miguel,Quispe Mamani,33464123@sima.com,miguel123,Arquitectura,7
Luis,Flores Rojas,37871407@sima.com,luis123,Ingeniería Mecatrónica,9
Fernando,Cruz Fernández,29691859@sima.com,fernando123,Ingeniería de Minas,7
Alonso,Ramos Medina,39373677@sima.com,alonso123,Ingeniería de Minas,7
José,Vargas Soto,24267315@sima.com,josé123,Nutrición y Dietética,1
Ana,Quispe Mamani,28535049@sima.com,ana123,Ingeniería Civil,8
Ricardo,Flores Rojas,59039187@sima.com,ricardo123,Tecnología Médica - Radiología,7
Ana,García Pérez,53966157@sima.com,ana123,Ingeniería Eléctrica,4
Paula,García Pérez,64175024@sima.com,paula123,Ingeniería de Sistemas e Informática,3
Kevin,Mendoza López,92166222@sima.com,kevin123,Ingeniería de Minas,5
Camila,Flores Rojas,36022877@sima.com,camila123,Ingeniería Ambiental,9
Paula,Vargas Soto,14298183@sima.com,paula123,Arquitectura,1
Daniela,Cruz Fernández,61409902@sima.com,daniela123,Ingeniería Ambiental,1
Miguel,Ramos Medina,82610432@sima.com,miguel123,Ingeniería Empresarial,1
Diego,Ramos Medina,99895180@sima.com,diego123,Ingeniería Empresarial,1
Valeria,Ramos Medina,17169127@sima.com,valeria123,Ingeniería Mecánica,4
Ana,Castillo Huamán,39202824@sima.com,ana123,Ingeniería Ambiental,4
Valeria,Ramos Medina,84203799@sima.com,valeria123,Tecnología Médica - Terapia Física y Rehabilitación,9
José,Torres Díaz,69633171@sima.com,josé123,Tecnología Médica - Radiología,9
Carlos,Torres Díaz,14233058@sima.com,carlos123,Ingeniería Ambiental,2
Carlos,Quispe Mamani,82794380@sima.com,carlos123,Ingeniería Eléctrica,10
Carlos,Mendoza López,27607201@sima.com,carlos123,Enfermería,1
Alonso,Ramos Medina,44890767@sima.com,alonso123,Ingeniería Civil,9
José,Flores Rojas,64033866@sima.com,josé123,Arquitectura,6
Paula,Vargas Soto,53916443@sima.com,paula123,Ingeniería Empresarial,7
Diego,García Pérez,61274891@sima.com,diego123,Ciencias de la Comunicación,1
Luis,Ramos Medina,29017542@sima.com,luis123,Ingeniería Civil,6
Sofía,Mendoza López,53434909@sima.com,sofía123,Farmacia y Bioquímica,3
José,Mendoza López,55817618@sima.com,josé123,Enfermería,8
Sofía,Mendoza López,57273816@sima.com,sofía123,Ingeniería Mecánica,2
Lucía,Paredes Silva,55346390@sima.com,lucía123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,6
Sofía,Vargas Soto,50647089@sima.com,sofía123,Ingeniería Empresarial,9
Jorge,Quispe Mamani,46302869@sima.com,jorge123,Ingeniería de Minas,9
Carlos,Flores Rojas,91816149@sima.com,carlos123,Ingeniería Ambiental,6
Elena,Ramos Medina,31262891@sima.com,elena123,Ingeniería Industrial,3
Elena,García Pérez,36529091@sima.com,elena123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,4
Jorge,Ramos Medina,24243909@sima.com,jorge123,Arquitectura,5
José,Quispe Mamani,97570988@sima.com,josé123,Tecnología Médica - Radiología,7
Valeria,Vargas Soto,43628200@sima.com,valeria123,Medicina Humana,5
Carlos,Vargas Soto,86004448@sima.com,carlos123,Ingeniería Mecánica,9
Fernando,Cruz Fernández,92700904@sima.com,fernando123,Arquitectura,10
Luis,Mendoza López,56156766@sima.com,luis123,Tecnología Médica - Radiología,2
Kevin,Ramos Medina,14345977@sima.com,kevin123,Ingeniería Industrial,9
Kevin,Ramos Medina,96997467@sima.com,kevin123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Ana,Mendoza López,73471886@sima.com,ana123,Odontología,7
Kevin,Torres Díaz,97652243@sima.com,kevin123,Derecho,4
Fernando,Vargas Soto,93125960@sima.com,fernando123,Derecho,8
Camila,Mendoza López,31537884@sima.com,camila123,Tecnología Médica - Radiología,4
María,Torres Díaz,69655863@sima.com,maría123,Nutrición y Dietética,7
Kevin,Paredes Silva,47804247@sima.com,kevin123,Odontología,9
Sofía,Castillo Huamán,40955136@sima.com,sofía123,Nutrición y Dietética,10
Carlos,Vargas Soto,71482015@sima.com,carlos123,Ingeniería Mecatrónica,1
Sofía,Quispe Mamani,50071960@sima.com,sofía123,Tecnología Médica - Radiología,5
Jorge,García Pérez,53443672@sima.com,jorge123,Ingeniería Empresarial,4
Andrea,Quispe Mamani,27610491@sima.com,andrea123,Ingeniería de Minas,9
Carlos,Mendoza López,68432509@sima.com,carlos123,Ciencias de la Comunicación,4
Jorge,Cruz Fernández,13132706@sima.com,jorge123,Derecho,7
Diego,Torres Díaz,30269037@sima.com,diego123,Odontología,5
José,Ramos Medina,28461584@sima.com,josé123,Nutrición y Dietética,3
Daniela,Paredes Silva,99206290@sima.com,daniela123,Tecnología Médica - Terapia Física y Rehabilitación,8
Paula,Cruz Fernández,82033782@sima.com,paula123,Ingeniería Empresarial,5
Andrea,Cruz Fernández,94287298@sima.com,andrea123,Ingeniería Mecánica,4
Alonso,Mendoza López,76738957@sima.com,alonso123,Ingeniería Mecatrónica,6
Lucía,Vargas Soto,76818381@sima.com,lucía123,Ingeniería Empresarial,5
Alonso,Ramos Medina,26775207@sima.com,alonso123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,10
Carlos,García Pérez,56707959@sima.com,carlos123,Ingeniería Mecánica,4
Kevin,Torres Díaz,95110223@sima.com,kevin123,Ingeniería Mecánica,5
Valeria,Flores Rojas,68138134@sima.com,valeria123,Ingeniería Civil,1
Daniela,Cruz Fernández,60075475@sima.com,daniela123,Derecho,3
Fernando,Paredes Silva,76296277@sima.com,fernando123,Medicina Humana,3
Ricardo,Paredes Silva,61100864@sima.com,ricardo123,Odontología,1
Andrea,Mendoza López,22192871@sima.com,andrea123,Ingeniería Civil,10
Elena,Mendoza López,29314036@sima.com,elena123,Tecnología Médica - Terapia Física y Rehabilitación,5
Luis,Torres Díaz,28404708@sima.com,luis123,Derecho,6
Lucía,Torres Díaz,33558540@sima.com,lucía123,Ingeniería Industrial,1
Andrea,Paredes Silva,48347980@sima.com,andrea123,Medicina Humana,1
Daniela,García Pérez,67224269@sima.com,daniela123,Ingeniería Empresarial,2
Paula,Flores Rojas,34736045@sima.com,paula123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
Jorge,Ramos Medina,77897171@sima.com,jorge123,Ingeniería Industrial,5
Paula,Flores Rojas,92884317@sima.com,paula123,Ciencias de la Comunicación,2
Valeria,Flores Rojas,23245662@sima.com,valeria123,Nutrición y Dietética,3
Camila,Paredes Silva,43718004@sima.com,camila123,Tecnología Médica - Radiología,8
Kevin,Mendoza López,76441768@sima.com,kevin123,Ingeniería Civil,2
Valeria,Paredes Silva,85668383@sima.com,valeria123,Odontología,9
María,Paredes Silva,91517622@sima.com,maría123,Ingeniería de Minas,6
José,Paredes Silva,31258872@sima.com,josé123,Farmacia y Bioquímica,7
Luis,Flores Rojas,90495636@sima.com,luis123,Medicina Humana,7
Lucía,Ramos Medina,47354044@sima.com,lucía123,Odontología,2
Fernando,Castillo Huamán,51226348@sima.com,fernando123,Odontología,7
Luis,Mendoza López,40410034@sima.com,luis123,Ingeniería Ambiental,7
Miguel,Mendoza López,17035909@sima.com,miguel123,Ingeniería Civil,10
Kevin,Castillo Huamán,87349819@sima.com,kevin123,Odontología,3
Lucía,Quispe Mamani,44762750@sima.com,lucía123,Ingeniería Eléctrica,4
Elena,Cruz Fernández,43109880@sima.com,elena123,Enfermería,4
Sofía,Ramos Medina,28606740@sima.com,sofía123,Nutrición y Dietética,7
María,Torres Díaz,89833626@sima.com,maría123,Enfermería,5
Camila,García Pérez,24117747@sima.com,camila123,Ingeniería Eléctrica,8
Luis,Vargas Soto,51840782@sima.com,luis123,Ingeniería de Minas,1
Lucía,Cruz Fernández,61365812@sima.com,lucía123,Ingeniería de Sistemas e Informática,4
Miguel,Paredes Silva,66497369@sima.com,miguel123,Ingeniería Eléctrica,3
Daniela,Paredes Silva,56302552@sima.com,daniela123,Ingeniería Mecatrónica,10
Ana,Flores Rojas,95572253@sima.com,ana123,Ingeniería Civil,2
Diego,Torres Díaz,86322393@sima.com,diego123,Tecnología Médica - Terapia Física y Rehabilitación,6
Carlos,Flores Rojas,32471285@sima.com,carlos123,Odontología,2
Lucía,Flores Rojas,63085192@sima.com,lucía123,Nutrición y Dietética,1
Lucía,Cruz Fernández,36067637@sima.com,lucía123,Ingeniería Industrial,4
Diego,Ramos Medina,94620972@sima.com,diego123,Farmacia y Bioquímica,5
Ricardo,Ramos Medina,21896326@sima.com,ricardo123,Nutrición y Dietética,4
Andrea,García Pérez,78231806@sima.com,andrea123,Ciencias de la Comunicación,7
Valeria,Cruz Fernández,16164898@sima.com,valeria123,Ingeniería Ambiental,7
Luis,Cruz Fernández,40178685@sima.com,luis123,Enfermería,10
Andrea,Mendoza López,69983357@sima.com,andrea123,Ingeniería de Minas,5
Lucía,Mendoza López,88232936@sima.com,lucía123,Derecho,5
Lucía,Cruz Fernández,44145497@sima.com,lucía123,Ingeniería Empresarial,1
Kevin,Quispe Mamani,28280510@sima.com,kevin123,Tecnología Médica - Terapia Física y Rehabilitación,10
María,Mendoza López,28763223@sima.com,maría123,Derecho,6
Lucía,Ramos Medina,98156986@sima.com,lucía123,Ingeniería de Minas,4
Valeria,Torres Díaz,45832953@sima.com,valeria123,Medicina Humana,5
Sofía,Castillo Huamán,83698547@sima.com,sofía123,Nutrición y Dietética,8
Lucía,Torres Díaz,62372967@sima.com,lucía123,Ingeniería de Sistemas e Informática,10
Lucía,Quispe Mamani,82013538@sima.com,lucía123,Nutrición y Dietética,5
Miguel,Quispe Mamani,66985147@sima.com,miguel123,Derecho,9
Daniela,Ramos Medina,58201464@sima.com,daniela123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,9
Diego,García Pérez,66374170@sima.com,diego123,Arquitectura,8
Daniela,Torres Díaz,41966200@sima.com,daniela123,Ingeniería Mecatrónica,8
Valeria,Torres Díaz,12357048@sima.com,valeria123,Arquitectura,3
Fernando,Ramos Medina,56454968@sima.com,fernando123,Ingeniería Ambiental,3
Camila,Vargas Soto,71185798@sima.com,camila123,Ingeniería Empresarial,3
Elena,Cruz Fernández,90570135@sima.com,elena123,Medicina Humana,1
Alonso,Torres Díaz,44384025@sima.com,alonso123,Medicina Humana,6
Alonso,Paredes Silva,67810323@sima.com,alonso123,Ingeniería Industrial,6
Paula,Quispe Mamani,49219558@sima.com,paula123,Medicina Humana,9
Jorge,Vargas Soto,44820330@sima.com,jorge123,Nutrición y Dietética,3
Elena,Flores Rojas,75475230@sima.com,elena123,Nutrición y Dietética,9
Fernando,Torres Díaz,69126852@sima.com,fernando123,Farmacia y Bioquímica,3
Kevin,Mendoza López,93952597@sima.com,kevin123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,5
Lucía,Cruz Fernández,86469063@sima.com,lucía123,Ingeniería de Sistemas e Informática,9
Kevin,Castillo Huamán,44596088@sima.com,kevin123,Ingeniería Empresarial,3
Sofía,Cruz Fernández,73550460@sima.com,sofía123,Ingeniería Mecatrónica,1
Sofía,Flores Rojas,91122338@sima.com,sofía123,Tecnología Médica - Radiología,6
Lucía,Cruz Fernández,57968821@sima.com,lucía123,Ciencias de la Comunicación,2
Elena,Cruz Fernández,36308500@sima.com,elena123,Odontología,8
Diego,Castillo Huamán,71906980@sima.com,diego123,Ingeniería Civil,10
Ana,Torres Díaz,21064482@sima.com,ana123,Ingeniería Mecatrónica,9
Alonso,Ramos Medina,44703896@sima.com,alonso123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Alonso,Ramos Medina,67164146@sima.com,alonso123,Ingeniería Civil,5
Miguel,Ramos Medina,39759074@sima.com,miguel123,Ingeniería Ambiental,6
Kevin,Ramos Medina,35341402@sima.com,kevin123,Ciencias de la Comunicación,4
Diego,Castillo Huamán,67268252@sima.com,diego123,Ciencias de la Comunicación,8
Valeria,Mendoza López,99264337@sima.com,valeria123,Ingeniería Ambiental,2
Ricardo,Cruz Fernández,13246584@sima.com,ricardo123,Arquitectura,1
Carlos,Vargas Soto,62179472@sima.com,carlos123,Ciencias de la Comunicación,6
Paula,Quispe Mamani,88982226@sima.com,paula123,Ingeniería Civil,2
Kevin,Mendoza López,15314598@sima.com,kevin123,Ingeniería de Minas,2
María,Vargas Soto,89651624@sima.com,maría123,Farmacia y Bioquímica,10
Daniela,Quispe Mamani,57724456@sima.com,daniela123,Odontología,1
José,Castillo Huamán,21882440@sima.com,josé123,Enfermería,8
Lucía,Ramos Medina,69818684@sima.com,lucía123,Ingeniería Empresarial,9
Paula,Paredes Silva,14878107@sima.com,paula123,Ciencias de la Comunicación,8
Sofía,Quispe Mamani,62044671@sima.com,sofía123,Ciencias de la Comunicación,6
Sofía,Castillo Huamán,47739858@sima.com,sofía123,Ingeniería Industrial,3
Paula,Flores Rojas,12085057@sima.com,paula123,Derecho,6
Luis,Quispe Mamani,73242184@sima.com,luis123,Nutrición y Dietética,6
Luis,Flores Rojas,96678426@sima.com,luis123,Odontología,10
Ana,Mendoza López,66207982@sima.com,ana123,Ingeniería de Minas,3
Miguel,Castillo Huamán,69919745@sima.com,miguel123,Derecho,8
Ana,García Pérez,85444252@sima.com,ana123,Ciencias de la Comunicación,8
Daniela,Torres Díaz,16509224@sima.com,daniela123,Ingeniería Empresarial,1
Diego,Cruz Fernández,60684150@sima.com,diego123,Derecho,4
Sofía,Cruz Fernández,98947409@sima.com,sofía123,Odontología,5
Sofía,Mendoza López,76755119@sima.com,sofía123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Ana,Flores Rojas,42449659@sima.com,ana123,Ingeniería Mecánica,5
Miguel,Castillo Huamán,47622011@sima.com,miguel123,Ingeniería de Sistemas e Informática,5
Ricardo,Cruz Fernández,96102371@sima.com,ricardo123,Ingeniería Mecatrónica,5
Alonso,Torres Díaz,45770674@sima.com,alonso123,Ciencias de la Comunicación,5
Elena,García Pérez,83358229@sima.com,elena123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,9
Carlos,García Pérez,87353119@sima.com,carlos123,Ingeniería Eléctrica,2
Paula,Ramos Medina,32288446@sima.com,paula123,Ingeniería Empresarial,3
Andrea,Cruz Fernández,65002522@sima.com,andrea123,Nutrición y Dietética,2
Daniela,Flores Rojas,91054433@sima.com,daniela123,Ingeniería Mecánica,6
Valeria,Flores Rojas,60770865@sima.com,valeria123,Ingeniería Mecánica,1
Alonso,García Pérez,86522105@sima.com,alonso123,Arquitectura,10
Miguel,Paredes Silva,68079570@sima.com,miguel123,Arquitectura,6
Kevin,Torres Díaz,39479090@sima.com,kevin123,Enfermería,1
Ricardo,García Pérez,30330940@sima.com,ricardo123,Ingeniería Mecánica,10
Diego,Mendoza López,57031250@sima.com,diego123,Ingeniería Eléctrica,8
Camila,Mendoza López,80708928@sima.com,camila123,Farmacia y Bioquímica,7
María,Flores Rojas,78398428@sima.com,maría123,Arquitectura,3
Ricardo,Castillo Huamán,90953350@sima.com,ricardo123,Medicina Humana,2
Sofía,Vargas Soto,51243081@sima.com,sofía123,Ingeniería Ambiental,6
Diego,Torres Díaz,65518035@sima.com,diego123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,5
Camila,Torres Díaz,80460627@sima.com,camila123,Enfermería,1
Lucía,Vargas Soto,85909321@sima.com,lucía123,Derecho,9
Paula,Quispe Mamani,33972648@sima.com,paula123,Ingeniería de Sistemas e Informática,1
María,Mendoza López,44090059@sima.com,maría123,Medicina Humana,4
Fernando,Paredes Silva,45867863@sima.com,fernando123,Enfermería,9
Alonso,Mendoza López,18950445@sima.com,alonso123,Ingeniería de Sistemas e Informática,8
Andrea,Mendoza López,74717945@sima.com,andrea123,Ingeniería Ambiental,7
Camila,García Pérez,87366710@sima.com,camila123,Derecho,4
Luis,Vargas Soto,10675585@sima.com,luis123,Arquitectura,5
Kevin,García Pérez,59441001@sima.com,kevin123,Enfermería,3
Paula,Vargas Soto,21584223@sima.com,paula123,Ingeniería Ambiental,10
Sofía,Vargas Soto,96190414@sima.com,sofía123,Ingeniería Civil,2
Paula,Torres Díaz,34096876@sima.com,paula123,Ingeniería de Minas,5
Camila,Vargas Soto,33703547@sima.com,camila123,Farmacia y Bioquímica,4
Ana,Paredes Silva,47565476@sima.com,ana123,Ingeniería Empresarial,7
Paula,Torres Díaz,12815275@sima.com,paula123,Ingeniería de Sistemas e Informática,8
Jorge,Ramos Medina,21938928@sima.com,jorge123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,7
Elena,Vargas Soto,23307763@sima.com,elena123,Ingeniería Eléctrica,4
Diego,Flores Rojas,63257540@sima.com,diego123,Odontología,3
Sofía,Ramos Medina,70477950@sima.com,sofía123,Ingeniería Industrial,8
Andrea,Torres Díaz,60295777@sima.com,andrea123,Ciencias de la Comunicación,6
María,García Pérez,47183237@sima.com,maría123,Tecnología Médica - Radiología,10
Daniela,Flores Rojas,27871129@sima.com,daniela123,Enfermería,8
Miguel,Mendoza López,85116987@sima.com,miguel123,Derecho,9
Lucía,Torres Díaz,56084980@sima.com,lucía123,Odontología,7
Daniela,Mendoza López,65417671@sima.com,daniela123,Ingeniería de Minas,4
Ana,García Pérez,91022651@sima.com,ana123,Ingeniería de Minas,2
Paula,Quispe Mamani,10771043@sima.com,paula123,Odontología,1
Camila,Vargas Soto,29844040@sima.com,camila123,Enfermería,10
Ricardo,Cruz Fernández,62159246@sima.com,ricardo123,Ingeniería de Sistemas e Informática,5
Ricardo,Mendoza López,95689717@sima.com,ricardo123,Arquitectura,9
Elena,Cruz Fernández,75554053@sima.com,elena123,Ingeniería de Sistemas e Informática,9
Lucía,Vargas Soto,30975997@sima.com,lucía123,Nutrición y Dietética,7
Sofía,Mendoza López,75376892@sima.com,sofía123,Ingeniería Civil,2
Andrea,Flores Rojas,15521495@sima.com,andrea123,Ingeniería de Minas,5
Kevin,Flores Rojas,91530289@sima.com,kevin123,Ingeniería de Sistemas e Informática,8
Luis,Ramos Medina,26770638@sima.com,luis123,Ciencias de la Comunicación,7
Ricardo,García Pérez,97893097@sima.com,ricardo123,Ingeniería Civil,5
Daniela,Paredes Silva,21951808@sima.com,daniela123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
María,Quispe Mamani,29998020@sima.com,maría123,Ingeniería de Sistemas e Informática,5
Daniela,Cruz Fernández,15739173@sima.com,daniela123,Odontología,4
Luis,Quispe Mamani,92738100@sima.com,luis123,Ingeniería Eléctrica,9
Sofía,Vargas Soto,19167786@sima.com,sofía123,Ingeniería de Minas,1
Daniela,Castillo Huamán,22539746@sima.com,daniela123,Ingeniería de Minas,5
Jorge,Flores Rojas,89578766@sima.com,jorge123,Ingeniería Mecánica,6
Kevin,Cruz Fernández,13637929@sima.com,kevin123,Nutrición y Dietética,9
Valeria,Mendoza López,86887953@sima.com,valeria123,Ingeniería Empresarial,8
Fernando,Quispe Mamani,15863033@sima.com,fernando123,Ciencias de la Comunicación,3
Jorge,Cruz Fernández,30944089@sima.com,jorge123,Ingeniería de Minas,10
Elena,Quispe Mamani,50548559@sima.com,elena123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,2
Paula,Mendoza López,85969404@sima.com,paula123,Ingeniería Empresarial,10
María,Vargas Soto,27075921@sima.com,maría123,Arquitectura,9
Miguel,Quispe Mamani,99423947@sima.com,miguel123,Ingeniería Mecánica,6
Ana,Cruz Fernández,32125622@sima.com,ana123,Odontología,4
Daniela,Cruz Fernández,42958313@sima.com,daniela123,Ingeniería de Minas,2
Camila,Ramos Medina,26028626@sima.com,camila123,Derecho,5
Sofía,García Pérez,78095363@sima.com,sofía123,Ingeniería Civil,9
Jorge,Flores Rojas,14124026@sima.com,jorge123,Ingeniería Mecatrónica,2
Sofía,Paredes Silva,67056529@sima.com,sofía123,Medicina Humana,5
Camila,Cruz Fernández,38715685@sima.com,camila123,Enfermería,10
José,Torres Díaz,99295516@sima.com,josé123,Ingeniería Empresarial,10
Kevin,Torres Díaz,44932700@sima.com,kevin123,Ingeniería Civil,1
Ana,Castillo Huamán,14724997@sima.com,ana123,Odontología,10
Camila,Mendoza López,80546389@sima.com,camila123,Ingeniería de Sistemas e Informática,10
Alonso,García Pérez,73613545@sima.com,alonso123,Ingeniería Mecatrónica,4
Paula,Torres Díaz,25056725@sima.com,paula123,Derecho,7
Jorge,Paredes Silva,96615990@sima.com,jorge123,Ingeniería Mecatrónica,8
Alonso,Mendoza López,27381764@sima.com,alonso123,Medicina Humana,6
Elena,Flores Rojas,49443917@sima.com,elena123,Ingeniería Mecánica,3
Andrea,Flores Rojas,45390540@sima.com,andrea123,Ciencias de la Comunicación,3
Kevin,Cruz Fernández,68870957@sima.com,kevin123,Ingeniería de Minas,10
Lucía,Mendoza López,33501863@sima.com,lucía123,Ingeniería Ambiental,8
Fernando,Flores Rojas,21367051@sima.com,fernando123,Farmacia y Bioquímica,4
José,Torres Díaz,36318933@sima.com,josé123,Tecnología Médica - Terapia Física y Rehabilitación,7
José,Paredes Silva,48621418@sima.com,josé123,Tecnología Médica - Terapia Física y Rehabilitación,9
Valeria,Mendoza López,81729769@sima.com,valeria123,Ingeniería Industrial,4
Ricardo,Cruz Fernández,91303615@sima.com,ricardo123,Ingeniería de Minas,1
Camila,Quispe Mamani,13032645@sima.com,camila123,Ingeniería Civil,1
